Dorm,Appliance,Season,Hour,Month,DayOfWeek,Usage (kWh)
Chu Hall,Fridges,Winter,10,2,6,1.08
Chu Hall,Air Conditioners,Winter,11,2,6,1.47
Gillespie Hall,Air Conditioners,Winter,12,2,6,0.56
Moulton House,Fans,Winter,13,2,6,0.34
Kaplanis Hall,Fans,Winter,14,2,6,0.13
Gillespie Hall,Heaters,Winter,15,2,6,0.26
Adams Hall,Air Conditioners,Winter,16,2,6,1.0
Moulton House,Lamps,Winter,17,2,6,0.32
Gillespie Hall,Cooking Wares,Winter,18,2,6,3.45
Smith Hall,Lamps,Winter,19,2,6,2.68
Chu Hall,Fridges,Winter,20,2,6,1.73
Gillespie Hall,Lamps,Winter,21,2,6,3.58
Parker Hall,Kettles,Winter,22,2,6,1.03
Smith Hall,Cooking Wares,Winter,23,2,6,2.19
Kaplanis Hall,Cooking Wares,Winter,0,2,0,0.33
Smith Hall,Cooking Wares,Winter,1,2,0,0.27
Adams Hall,Lamps,Winter,2,2,0,0.33
Kaplanis Hall,Laptops,Winter,3,2,0,1.9
Kaplanis Hall,Phones,Winter,4,2,0,1.81
Moulton House,Heaters,Winter,5,2,0,1.87
Moulton House,Lamps,Winter,6,2,0,1.29
Kaplanis Hall,Air Conditioners,Winter,7,2,0,0.17
Gillespie Hall,Fridges,Winter,8,2,0,1.95
Gillespie Hall,Phones,Winter,9,2,0,0.29
Village,Kettles,Winter,10,2,0,0.98
Kaplanis Hall,Cooking Wares,Winter,11,2,0,1.08
Gillespie Hall,Laptops,Winter,12,2,0,1.21
Village,Kettles,Winter,13,2,0,1.24
Adams Hall,Cooking Wares,Winter,14,2,0,1.0
Chu Hall,Phones,Winter,15,2,0,1.5
Kaplanis Hall,Laptops,Winter,16,2,0,0.74
Village,Cooking Wares,Winter,17,2,0,2.42
Kaplanis Hall,Laptops,Winter,18,2,0,3.57
Moulton House,Fans,Winter,19,2,0,2.34
Parker Hall,Lamps,Winter,20,2,0,2.86
Village,Air Conditioners,Winter,21,2,0,1.5
Adams Hall,Air Conditioners,Winter,22,2,0,0.26
Village,Heaters,Winter,23,2,0,0.31
Chu Hall,Fridges,Winter,0,2,1,1.75
Parker Hall,Air Conditioners,Winter,1,2,1,0.22
Adams Hall,Phones,Winter,2,2,1,2.49
Adams Hall,Phones,Winter,3,2,1,0.61
Adams Hall,Phones,Winter,4,2,1,0.35
Gillespie Hall,Laptops,Winter,5,2,1,0.81
Chu Hall,Fridges,Winter,6,2,1,2.17
Moulton House,Heaters,Winter,7,2,1,0.57
Smith Hall,Phones,Winter,8,2,1,1.71
Moulton House,Cooking Wares,Winter,9,2,1,1.71
Kaplanis Hall,Phones,Winter,10,2,1,2.44
Kaplanis Hall,Fridges,Winter,11,2,1,2.46
Moulton House,Cooking Wares,Winter,12,2,1,1.62
Village,Lamps,Winter,13,2,1,0.82
Moulton House,Heaters,Winter,14,2,1,1.52
Moulton House,Cooking Wares,Winter,15,2,1,0.48
Gillespie Hall,Air Conditioners,Winter,16,2,1,1.2
Parker Hall,Laptops,Winter,17,2,1,2.26
Gillespie Hall,Air Conditioners,Winter,18,2,1,0.82
Moulton House,Kettles,Winter,19,2,1,1.19
Kaplanis Hall,Phones,Winter,20,2,1,0.79
Adams Hall,Air Conditioners,Winter,21,2,1,2.82
Moulton House,Laptops,Winter,22,2,1,1.31
Kaplanis Hall,Laptops,Winter,23,2,1,1.67
Village,Fridges,Winter,0,2,2,0.34
Moulton House,Cooking Wares,Winter,1,2,2,2.34
Village,Kettles,Winter,2,2,2,1.27
Smith Hall,Lamps,Winter,3,2,2,1.74
Kaplanis Hall,Fridges,Winter,4,2,2,1.28
Adams Hall,Phones,Winter,5,2,2,1.25
Moulton House,Kettles,Winter,6,2,2,1.21
Moulton House,Phones,Winter,7,2,2,0.57
Gillespie Hall,Fridges,Winter,8,2,2,0.66
Smith Hall,Fans,Winter,9,2,2,1.24
Gillespie Hall,Cooking Wares,Winter,10,2,2,2.28
Kaplanis Hall,Fridges,Winter,11,2,2,2.17
Kaplanis Hall,Lamps,Winter,12,2,2,0.3
Smith Hall,Laptops,Winter,13,2,2,2.35
Chu Hall,Lamps,Winter,14,2,2,0.53
Moulton House,Phones,Winter,15,2,2,0.37
Village,Kettles,Winter,16,2,2,0.27
Adams Hall,Fans,Winter,17,2,2,0.73
Village,Kettles,Winter,18,2,2,3.34
Parker Hall,Lamps,Winter,19,2,2,0.81
Gillespie Hall,Fridges,Winter,20,2,2,3.28
Parker Hall,Laptops,Winter,21,2,2,1.27
Chu Hall,Heaters,Winter,22,2,2,1.28
Smith Hall,Fridges,Winter,23,2,2,2.44
Moulton House,Laptops,Winter,0,2,3,2.0
Moulton House,Heaters,Winter,1,2,3,0.54
Moulton House,Air Conditioners,Winter,2,2,3,1.62
Gillespie Hall,Cooking Wares,Winter,3,2,3,1.5
Gillespie Hall,Laptops,Winter,4,2,3,1.74
Chu Hall,Phones,Winter,5,2,3,0.82
Chu Hall,Cooking Wares,Winter,6,2,3,2.5
Adams Hall,Heaters,Winter,7,2,3,2.2
Chu Hall,Kettles,Winter,8,2,3,0.82
Parker Hall,Fans,Winter,9,2,3,2.44
Parker Hall,Fridges,Winter,10,2,3,1.18
Village,Laptops,Winter,11,2,3,0.31
Smith Hall,Cooking Wares,Winter,12,2,3,1.31
Kaplanis Hall,Heaters,Winter,13,2,3,1.12
Moulton House,Laptops,Winter,14,2,3,0.27
Kaplanis Hall,Phones,Winter,15,2,3,0.72
Village,Fridges,Winter,16,2,3,0.92
Parker Hall,Kettles,Winter,17,2,3,1.83
Adams Hall,Kettles,Winter,18,2,3,1.04
Moulton House,Phones,Winter,19,2,3,2.16
Gillespie Hall,Fridges,Winter,20,2,3,1.36
Smith Hall,Fridges,Winter,21,2,3,2.17
Moulton House,Lamps,Winter,22,2,3,0.31
Smith Hall,Cooking Wares,Winter,23,2,3,1.4
Moulton House,Heaters,Winter,0,2,4,0.17
Moulton House,Fans,Winter,1,2,4,1.58
Kaplanis Hall,Heaters,Winter,2,2,4,0.36
Chu Hall,Phones,Winter,3,2,4,2.07
Gillespie Hall,Air Conditioners,Winter,4,2,4,0.44
Chu Hall,Laptops,Winter,5,2,4,1.42
Parker Hall,Phones,Winter,6,2,4,0.96
Chu Hall,Air Conditioners,Winter,7,2,4,1.54
Moulton House,Air Conditioners,Winter,8,2,4,1.95
Moulton House,Fridges,Winter,9,2,4,1.69
Chu Hall,Heaters,Winter,10,2,4,1.23
Chu Hall,Phones,Winter,11,2,4,1.0
Chu Hall,Air Conditioners,Winter,12,2,4,1.7
Smith Hall,Phones,Winter,13,2,4,0.26
Moulton House,Fridges,Winter,14,2,4,1.61
Gillespie Hall,Lamps,Winter,15,2,4,1.61
Gillespie Hall,Phones,Winter,16,2,4,1.31
Adams Hall,Fans,Winter,17,2,4,2.09
Adams Hall,Cooking Wares,Winter,18,2,4,3.21
Adams Hall,Phones,Winter,19,2,4,3.35
Parker Hall,Cooking Wares,Winter,20,2,4,2.07
Adams Hall,Air Conditioners,Winter,21,2,4,2.23
Smith Hall,Laptops,Winter,22,2,4,2.23
Chu Hall,Air Conditioners,Winter,23,2,4,2.54
Parker Hall,Phones,Winter,0,2,5,0.13
Chu Hall,Fridges,Winter,1,2,5,1.69
Adams Hall,Heaters,Winter,2,2,5,1.2
Village,Cooking Wares,Winter,3,2,5,1.02
Village,Phones,Winter,4,2,5,2.08
Chu Hall,Lamps,Winter,5,2,5,1.78
Gillespie Hall,Phones,Winter,6,2,5,0.54
Moulton House,Cooking Wares,Winter,7,2,5,1.74
Moulton House,Heaters,Winter,8,2,5,0.51
Moulton House,Phones,Winter,9,2,5,1.05
Village,Laptops,Winter,10,2,5,1.37
Village,Fridges,Winter,11,2,5,1.2
Village,Lamps,Winter,12,2,5,1.54
Chu Hall,Kettles,Winter,13,2,5,2.19
Chu Hall,Heaters,Winter,14,2,5,0.84
Moulton House,Air Conditioners,Winter,15,2,5,1.87
Village,Heaters,Winter,16,2,5,1.96
Moulton House,Kettles,Winter,17,2,5,1.61
Chu Hall,Air Conditioners,Winter,18,2,5,0.22
Village,Cooking Wares,Winter,19,2,5,3.72
Moulton House,Air Conditioners,Winter,20,2,5,1.72
Adams Hall,Heaters,Winter,21,2,5,3.89
Gillespie Hall,Fans,Winter,22,2,5,0.8
Kaplanis Hall,Laptops,Winter,23,2,5,0.58
Adams Hall,Air Conditioners,Winter,0,2,6,0.41
Village,Kettles,Winter,1,2,6,0.45
Adams Hall,Fridges,Winter,2,2,6,2.13
Parker Hall,Heaters,Winter,3,2,6,1.05
Moulton House,Kettles,Winter,4,2,6,1.0
Parker Hall,Heaters,Winter,5,2,6,0.67
Kaplanis Hall,Heaters,Winter,6,2,6,0.52
Moulton House,Kettles,Winter,7,2,6,1.33
Chu Hall,Fridges,Winter,8,2,6,0.92
Chu Hall,Lamps,Winter,9,2,6,0.49
Village,Fans,Winter,10,2,6,1.32
Chu Hall,Fridges,Winter,11,2,6,0.4
Moulton House,Lamps,Winter,12,2,6,2.39
Moulton House,Phones,Winter,13,2,6,1.19
Moulton House,Fans,Winter,14,2,6,2.45
Moulton House,Heaters,Winter,15,2,6,0.77
Moulton House,Fridges,Winter,16,2,6,0.76
Smith Hall,Air Conditioners,Winter,17,2,6,1.54
Chu Hall,Cooking Wares,Winter,18,2,6,3.25
Parker Hall,Heaters,Winter,19,2,6,2.22
Moulton House,Phones,Winter,20,2,6,1.43
Chu Hall,Fridges,Winter,21,2,6,3.0
Gillespie Hall,Lamps,Winter,22,2,6,2.96
Village,Cooking Wares,Winter,23,2,6,0.71
Chu Hall,Air Conditioners,Winter,0,2,0,1.69
Parker Hall,Air Conditioners,Winter,1,2,0,2.03
Gillespie Hall,Air Conditioners,Winter,2,2,0,0.85
Kaplanis Hall,Cooking Wares,Winter,3,2,0,0.51
Gillespie Hall,Phones,Winter,4,2,0,0.85
Kaplanis Hall,Cooking Wares,Winter,5,2,0,1.69
Kaplanis Hall,Air Conditioners,Winter,6,2,0,1.32
Moulton House,Kettles,Winter,7,2,0,0.51
Smith Hall,Phones,Winter,8,2,0,1.52
Parker Hall,Cooking Wares,Winter,9,2,0,0.68
Chu Hall,Heaters,Winter,10,2,0,2.1
Moulton House,Cooking Wares,Winter,11,2,0,2.39
Adams Hall,Phones,Winter,12,2,0,1.6
Parker Hall,Cooking Wares,Winter,13,2,0,1.09
Parker Hall,Phones,Winter,14,2,0,1.98
Parker Hall,Air Conditioners,Winter,15,2,0,2.01
Adams Hall,Heaters,Winter,16,2,0,0.78
Moulton House,Heaters,Winter,17,2,0,1.82
Kaplanis Hall,Phones,Winter,18,2,0,1.43
Parker Hall,Cooking Wares,Winter,19,2,0,0.35
Chu Hall,Heaters,Winter,20,2,0,0.91
Gillespie Hall,Phones,Winter,21,2,0,3.58
Gillespie Hall,Laptops,Winter,22,2,0,1.71
Village,Air Conditioners,Winter,23,2,0,0.19
Smith Hall,Air Conditioners,Winter,0,2,1,2.28
Adams Hall,Lamps,Winter,1,2,1,1.41
Kaplanis Hall,Cooking Wares,Winter,2,2,1,2.02
Gillespie Hall,Laptops,Winter,3,2,1,2.33
Kaplanis Hall,Fridges,Winter,4,2,1,0.96
Village,Laptops,Winter,5,2,1,1.8
Parker Hall,Phones,Winter,6,2,1,1.45
Village,Kettles,Winter,7,2,1,1.27
Adams Hall,Cooking Wares,Winter,8,2,1,0.64
Chu Hall,Kettles,Winter,9,2,1,1.87
Gillespie Hall,Kettles,Winter,10,2,1,0.4
Gillespie Hall,Air Conditioners,Winter,11,2,1,0.74
Village,Lamps,Winter,12,2,1,1.01
Village,Fans,Winter,13,2,1,1.76
Kaplanis Hall,Lamps,Winter,14,2,1,2.16
Smith Hall,Heaters,Winter,15,2,1,1.73
Moulton House,Kettles,Winter,16,2,1,0.52
Chu Hall,Air Conditioners,Winter,17,2,1,1.48
Gillespie Hall,Lamps,Winter,18,2,1,0.58
Kaplanis Hall,Kettles,Winter,19,2,1,1.51
Parker Hall,Fans,Winter,20,2,1,0.69
Adams Hall,Lamps,Winter,21,2,1,3.01
Parker Hall,Fridges,Winter,22,2,1,3.61
Chu Hall,Laptops,Winter,23,2,1,2.05
Gillespie Hall,Kettles,Winter,0,2,2,0.75
Moulton House,Fans,Winter,1,2,2,0.32
Parker Hall,Lamps,Winter,2,2,2,1.58
Gillespie Hall,Fridges,Winter,3,2,2,0.19
Moulton House,Fans,Winter,4,2,2,1.31
Moulton House,Heaters,Winter,5,2,2,2.55
Gillespie Hall,Laptops,Winter,6,2,2,0.14
Chu Hall,Heaters,Winter,7,2,2,0.78
Parker Hall,Phones,Winter,8,2,2,1.26
Smith Hall,Phones,Winter,9,2,2,1.73
Chu Hall,Heaters,Winter,10,2,2,1.23
Smith Hall,Air Conditioners,Winter,11,2,2,1.3
Kaplanis Hall,Cooking Wares,Winter,12,2,2,1.22
Adams Hall,Fans,Winter,13,2,2,1.44
Adams Hall,Kettles,Winter,14,2,2,0.4
Adams Hall,Laptops,Winter,15,2,2,2.08
Moulton House,Fans,Winter,16,2,2,2.13
Adams Hall,Cooking Wares,Winter,17,2,2,2.35
Parker Hall,Fans,Winter,18,2,2,3.79
Smith Hall,Heaters,Winter,19,2,2,3.21
Adams Hall,Heaters,Winter,20,2,2,0.77
Parker Hall,Fans,Winter,21,2,2,1.77
Kaplanis Hall,Air Conditioners,Winter,22,2,2,1.57
Gillespie Hall,Air Conditioners,Winter,23,2,2,2.04
Parker Hall,Fridges,Winter,0,2,3,2.49
Moulton House,Air Conditioners,Winter,1,2,3,1.92
Moulton House,Fans,Winter,2,2,3,1.82
Gillespie Hall,Fridges,Winter,3,2,3,1.73
Smith Hall,Lamps,Winter,4,2,3,0.81
Kaplanis Hall,Air Conditioners,Winter,5,2,3,2.54
Chu Hall,Cooking Wares,Winter,6,2,3,2.21
Gillespie Hall,Cooking Wares,Winter,7,2,3,1.53
Parker Hall,Lamps,Winter,8,2,3,1.99
Smith Hall,Air Conditioners,Winter,9,2,3,0.24
Adams Hall,Phones,Winter,10,2,3,1.91
Adams Hall,Laptops,Winter,11,2,3,0.32
Smith Hall,Kettles,Winter,12,2,3,1.45
Moulton House,Lamps,Winter,13,2,3,1.39
Gillespie Hall,Fans,Winter,14,2,3,2.35
Smith Hall,Kettles,Winter,15,2,3,2.4
Parker Hall,Fans,Winter,16,2,3,0.94
Smith Hall,Air Conditioners,Winter,17,2,3,2.32
Parker Hall,Heaters,Winter,18,2,3,3.48
Smith Hall,Laptops,Winter,19,2,3,3.43
Parker Hall,Lamps,Winter,20,2,3,1.5
Chu Hall,Air Conditioners,Winter,21,2,3,2.45
Parker Hall,Lamps,Winter,22,2,3,2.42
Moulton House,Cooking Wares,Winter,23,2,3,2.13
Adams Hall,Fridges,Winter,0,2,4,1.58
Parker Hall,Laptops,Winter,1,2,4,0.5
Moulton House,Fridges,Winter,2,2,4,2.4
Parker Hall,Phones,Winter,3,2,4,1.32
Adams Hall,Kettles,Winter,4,2,4,0.77
Smith Hall,Kettles,Winter,5,2,4,0.64
Smith Hall,Air Conditioners,Winter,6,2,4,1.95
Moulton House,Lamps,Winter,7,2,4,0.34
Chu Hall,Phones,Winter,8,2,4,1.69
Chu Hall,Kettles,Winter,9,2,4,0.61
Gillespie Hall,Heaters,Winter,10,2,4,1.63
Smith Hall,Air Conditioners,Winter,11,2,4,1.11
Gillespie Hall,Laptops,Winter,12,2,4,1.0
Smith Hall,Laptops,Winter,13,2,4,0.74
Adams Hall,Heaters,Winter,14,2,4,2.26
Kaplanis Hall,Cooking Wares,Winter,15,2,4,1.07
Kaplanis Hall,Air Conditioners,Winter,16,2,4,0.48
Chu Hall,Laptops,Winter,17,2,4,1.21
Adams Hall,Lamps,Winter,18,2,4,3.48
Kaplanis Hall,Laptops,Winter,19,2,4,0.99
Chu Hall,Fans,Winter,20,2,4,1.1
Chu Hall,Fans,Winter,21,2,4,0.98
Chu Hall,Kettles,Winter,22,2,4,2.86
Kaplanis Hall,Lamps,Winter,23,2,4,2.57
Kaplanis Hall,Fans,Winter,0,2,5,0.23
Adams Hall,Heaters,Winter,1,2,5,1.8
Kaplanis Hall,Heaters,Winter,2,2,5,0.9
Chu Hall,Lamps,Winter,3,2,5,1.39
Adams Hall,Laptops,Winter,4,2,5,1.92
Gillespie Hall,Fans,Winter,5,2,5,0.84
Adams Hall,Laptops,Winter,6,2,5,2.42
Parker Hall,Cooking Wares,Winter,7,2,5,0.58
Moulton House,Lamps,Winter,8,2,5,1.03
Village,Fans,Winter,9,2,5,2.36
Parker Hall,Air Conditioners,Winter,10,2,5,0.18
Village,Kettles,Winter,11,2,5,1.13
Moulton House,Fridges,Winter,12,2,5,1.29
Chu Hall,Phones,Winter,13,2,5,0.21
Smith Hall,Lamps,Winter,14,2,5,0.67
Moulton House,Phones,Winter,15,2,5,2.38
Gillespie Hall,Fridges,Winter,16,2,5,0.7
Adams Hall,Fridges,Winter,17,2,5,2.21
Village,Cooking Wares,Winter,18,2,5,3.59
Moulton House,Heaters,Winter,19,2,5,1.91
Parker Hall,Heaters,Winter,20,2,5,3.33
Gillespie Hall,Fridges,Winter,21,2,5,2.02
Kaplanis Hall,Phones,Winter,22,2,5,2.71
Village,Laptops,Winter,23,2,5,2.39
Kaplanis Hall,Kettles,Winter,0,2,6,2.59
Smith Hall,Lamps,Winter,1,2,6,1.08
Gillespie Hall,Fridges,Winter,2,2,6,0.47
Moulton House,Lamps,Winter,3,2,6,0.89
Adams Hall,Kettles,Winter,4,2,6,0.71
Gillespie Hall,Air Conditioners,Winter,5,2,6,2.3
Smith Hall,Fans,Winter,6,2,6,1.15
Village,Laptops,Winter,7,2,6,0.26
Adams Hall,Laptops,Winter,8,2,6,1.34
Village,Lamps,Winter,9,2,6,2.38
Gillespie Hall,Heaters,Winter,10,2,6,0.85
Chu Hall,Phones,Winter,11,2,6,0.57
Moulton House,Fridges,Winter,12,2,6,1.26
Chu Hall,Air Conditioners,Winter,13,2,6,2.48
Smith Hall,Fans,Winter,14,2,6,2.39
Chu Hall,Kettles,Winter,15,2,6,1.58
Gillespie Hall,Air Conditioners,Winter,16,2,6,0.83
Parker Hall,Air Conditioners,Winter,17,2,6,2.12
Smith Hall,Kettles,Winter,18,2,6,3.4
Kaplanis Hall,Cooking Wares,Winter,19,2,6,2.49
Moulton House,Fans,Winter,20,2,6,2.21
Moulton House,Fans,Winter,21,2,6,0.38
Adams Hall,Cooking Wares,Winter,22,2,6,1.71
Moulton House,Cooking Wares,Winter,23,2,6,0.68
Chu Hall,Laptops,Winter,0,2,0,0.85
Gillespie Hall,Kettles,Winter,1,2,0,2.52
Adams Hall,Kettles,Winter,2,2,0,0.44
Gillespie Hall,Heaters,Winter,3,2,0,2.34
Chu Hall,Lamps,Winter,4,2,0,2.16
Parker Hall,Fridges,Winter,5,2,0,1.75
Moulton House,Fans,Winter,6,2,0,1.95
Adams Hall,Heaters,Winter,7,2,0,2.02
Smith Hall,Cooking Wares,Winter,8,2,0,0.84
Chu Hall,Lamps,Winter,9,2,0,0.78
Chu Hall,Fans,Winter,10,2,0,2.01
Village,Cooking Wares,Winter,11,2,0,2.08
Chu Hall,Laptops,Winter,12,2,0,16.8
Adams Hall,Fridges,Winter,13,2,0,1.34
Adams Hall,Heaters,Winter,14,2,0,2.37
Gillespie Hall,Air Conditioners,Winter,15,2,0,1.84
Smith Hall,Fridges,Winter,16,2,0,0.98
Village,Fridges,Winter,17,2,0,1.59
Village,Fans,Winter,18,2,0,2.13
Smith Hall,Laptops,Winter,19,2,0,2.6
Moulton House,Kettles,Winter,20,2,0,14.5
Chu Hall,Laptops,Winter,21,2,0,2.89
Parker Hall,Fridges,Winter,22,2,0,1.62
Village,Fans,Winter,23,2,0,1.61
Village,Cooking Wares,Winter,0,2,1,1.04
Parker Hall,Air Conditioners,Winter,1,2,1,2.01
Chu Hall,Kettles,Winter,2,2,1,1.1
Adams Hall,Heaters,Winter,3,2,1,0.68
Smith Hall,Fridges,Winter,4,2,1,0.79
Parker Hall,Laptops,Winter,5,2,1,2.39
Parker Hall,Cooking Wares,Winter,6,2,1,1.68
Gillespie Hall,Fridges,Winter,7,2,1,1.34
Village,Kettles,Winter,8,2,1,0.94
Parker Hall,Fans,Winter,9,2,1,2.5
Parker Hall,Cooking Wares,Winter,10,2,1,1.73
Moulton House,Laptops,Winter,11,2,1,0.88
Moulton House,Air Conditioners,Winter,12,2,1,0.49
Adams Hall,Lamps,Winter,13,2,1,1.31
Moulton House,Lamps,Winter,14,2,1,1.23
Village,Laptops,Winter,15,2,1,1.32
Parker Hall,Heaters,Winter,16,2,1,1.79
Parker Hall,Air Conditioners,Winter,17,2,1,2.13
Parker Hall,Cooking Wares,Winter,18,2,1,0.26
Parker Hall,Fridges,Winter,19,2,1,2.7
Moulton House,Cooking Wares,Winter,20,2,1,0.79
Smith Hall,Cooking Wares,Winter,21,2,1,0.27
Parker Hall,Air Conditioners,Winter,22,2,1,3.64
Village,Fridges,Winter,23,2,1,1.58
Chu Hall,Fridges,Winter,0,2,2,1.16
Chu Hall,Lamps,Winter,1,2,2,2.51
Moulton House,Phones,Winter,2,2,2,0.86
Moulton House,Fans,Winter,3,2,2,2.49
Chu Hall,Lamps,Winter,4,2,2,1.97
Smith Hall,Cooking Wares,Winter,5,2,2,2.02
Village,Phones,Winter,6,2,2,2.37
Chu Hall,Laptops,Winter,7,2,2,0.53
Parker Hall,Fans,Winter,8,2,2,1.1
Chu Hall,Fans,Winter,9,2,2,2.45
Smith Hall,Heaters,Winter,10,2,2,2.12
Village,Cooking Wares,Winter,11,2,2,0.87
Parker Hall,Laptops,Winter,12,2,2,1.84
Moulton House,Fans,Winter,13,2,2,2.26
Gillespie Hall,Heaters,Winter,14,2,2,1.75
Chu Hall,Laptops,Winter,15,2,2,0.91
Parker Hall,Kettles,Winter,16,2,2,0.32
Parker Hall,Phones,Winter,17,2,2,1.32
Chu Hall,Phones,Winter,18,2,2,2.25
Parker Hall,Fridges,Winter,19,2,2,3.33
Moulton House,Fridges,Winter,20,2,2,1.32
Smith Hall,Air Conditioners,Winter,21,2,2,1.47
Adams Hall,Laptops,Winter,22,2,2,0.3
Adams Hall,Cooking Wares,Winter,23,2,2,0.35
Kaplanis Hall,Fans,Winter,0,2,3,1.9
Village,Phones,Winter,1,2,3,0.34
Smith Hall,Laptops,Winter,2,2,3,2.34
Moulton House,Heaters,Winter,3,2,3,0.95
Village,Fans,Winter,4,2,3,1.04
Moulton House,Air Conditioners,Winter,5,2,3,1.58
Gillespie Hall,Kettles,Winter,6,2,3,1.95
Adams Hall,Air Conditioners,Winter,7,2,3,0.32
Moulton House,Fans,Winter,8,2,3,1.01
Parker Hall,Fans,Winter,9,2,3,1.1
Smith Hall,Kettles,Winter,10,2,3,0.85
Chu Hall,Cooking Wares,Winter,11,2,3,0.53
Parker Hall,Lamps,Winter,12,2,3,1.99
Adams Hall,Air Conditioners,Winter,13,2,3,1.91
Chu Hall,Cooking Wares,Winter,14,2,3,1.71
Parker Hall,Heaters,Winter,15,2,3,0.48
Parker Hall,Air Conditioners,Winter,16,2,3,1.25
Adams Hall,Cooking Wares,Winter,17,2,3,2.52
Adams Hall,Fridges,Winter,18,2,3,0.8
Moulton House,Phones,Winter,19,2,3,1.27
Smith Hall,Laptops,Winter,20,2,3,1.81
Village,Fridges,Winter,21,2,3,2.87
Chu Hall,Kettles,Winter,22,2,3,1.22
Gillespie Hall,Air Conditioners,Winter,23,2,3,2.39
Gillespie Hall,Kettles,Winter,0,2,4,1.81
Gillespie Hall,Lamps,Winter,1,2,4,2.23
Kaplanis Hall,Phones,Winter,2,2,4,2.31
Moulton House,Laptops,Winter,3,2,4,1.1
Gillespie Hall,Heaters,Winter,4,2,4,1.74
Smith Hall,Kettles,Winter,5,2,4,1.16
Village,Fridges,Winter,6,2,4,2.15
Smith Hall,Cooking Wares,Winter,7,2,4,2.4
Kaplanis Hall,Lamps,Winter,8,2,4,0.98
Adams Hall,Laptops,Winter,9,2,4,0.29
Chu Hall,Fridges,Winter,10,2,4,0.67
Adams Hall,Cooking Wares,Winter,11,2,4,2.24
Parker Hall,Kettles,Winter,12,2,4,0.74
Gillespie Hall,Laptops,Winter,13,2,4,1.33
Chu Hall,Fans,Winter,14,2,4,0.79
Village,Phones,Winter,15,2,4,0.23
Adams Hall,Heaters,Winter,16,2,4,0.45
Adams Hall,Heaters,Winter,17,2,4,0.72
Village,Fans,Winter,18,2,4,1.07
Chu Hall,Kettles,Winter,19,2,4,0.73
Gillespie Hall,Lamps,Winter,20,2,4,0.77
Kaplanis Hall,Phones,Winter,21,2,4,2.12
Moulton House,Air Conditioners,Winter,22,2,4,0.92
Adams Hall,Phones,Winter,23,2,4,1.3
Smith Hall,Fans,Winter,0,2,5,0.84
Chu Hall,Cooking Wares,Winter,1,2,5,2.35
Moulton House,Cooking Wares,Winter,2,2,5,0.68
Gillespie Hall,Kettles,Winter,3,2,5,1.84
Adams Hall,Fridges,Winter,4,2,5,2.44
Gillespie Hall,Heaters,Winter,5,2,5,0.51
Adams Hall,Air Conditioners,Winter,6,2,5,1.35
Parker Hall,Fridges,Winter,7,2,5,2.29
Moulton House,Lamps,Winter,8,2,5,2.27
Gillespie Hall,Air Conditioners,Winter,9,2,5,1.04
Gillespie Hall,Lamps,Winter,10,2,5,2.56
Village,Lamps,Winter,11,2,5,0.14
Kaplanis Hall,Lamps,Winter,12,2,5,2.25
Moulton House,Kettles,Winter,13,2,5,1.01
Smith Hall,Phones,Winter,14,2,5,0.2
Chu Hall,Laptops,Winter,15,2,5,1.02
Kaplanis Hall,Heaters,Winter,16,2,5,1.86
Gillespie Hall,Heaters,Winter,17,2,5,0.49
Smith Hall,Heaters,Winter,18,2,5,1.35
Parker Hall,Fridges,Winter,19,2,5,2.93
Moulton House,Fans,Winter,20,2,5,1.86
Parker Hall,Lamps,Winter,21,2,5,2.31
Moulton House,Fans,Winter,22,2,5,3.81
Village,Phones,Winter,23,2,5,0.93
Kaplanis Hall,Air Conditioners,Winter,0,3,6,2.35
Smith Hall,Air Conditioners,Winter,1,3,6,0.52
Adams Hall,Air Conditioners,Winter,2,3,6,0.66
Parker Hall,Fans,Winter,3,3,6,0.88
Gillespie Hall,Heaters,Winter,4,3,6,2.48
Kaplanis Hall,Phones,Winter,5,3,6,1.87
Kaplanis Hall,Cooking Wares,Winter,6,3,6,0.22
Smith Hall,Fans,Winter,7,3,6,1.86
Parker Hall,Phones,Winter,8,3,6,1.02
Kaplanis Hall,Phones,Winter,9,3,6,1.48
Parker Hall,Fridges,Winter,10,3,6,0.73
Moulton House,Air Conditioners,Winter,11,3,6,2.45
Parker Hall,Kettles,Winter,12,3,6,0.99
Chu Hall,Air Conditioners,Winter,13,3,6,0.59
Gillespie Hall,Fridges,Winter,14,3,6,1.15
Gillespie Hall,Fridges,Winter,15,3,6,0.27
Smith Hall,Phones,Winter,16,3,6,2.34
Moulton House,Heaters,Winter,17,3,6,2.04
Smith Hall,Laptops,Winter,18,3,6,0.25
Kaplanis Hall,Cooking Wares,Winter,19,3,6,2.72
Smith Hall,Cooking Wares,Winter,20,3,6,0.57
Moulton House,Fridges,Winter,21,3,6,1.92
Parker Hall,Fridges,Winter,22,3,6,2.71
Kaplanis Hall,Cooking Wares,Winter,23,3,6,2.5
Kaplanis Hall,Cooking Wares,Winter,0,3,0,0.81
Chu Hall,Fans,Winter,1,3,0,1.39
Kaplanis Hall,Phones,Winter,2,3,0,0.83
Smith Hall,Lamps,Winter,3,3,0,1.42
Adams Hall,Fridges,Winter,4,3,0,0.72
Gillespie Hall,Fridges,Winter,5,3,0,1.05
Kaplanis Hall,Laptops,Winter,6,3,0,1.67
Village,Phones,Winter,7,3,0,0.73
